date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category
13-02-2026,175.48640,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
12-02-2026,177.80260,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
11-02-2026,178.81390,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
10-02-2026,178.68680,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
09-02-2026,178.22110,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
06-02-2026,177.00850,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
05-02-2026,176.63260,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
04-02-2026,177.53330,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
03-02-2026,177.20140,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
02-02-2026,172.80310,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
30-01-2026,174.40670,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
29-01-2026,175.08460,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
28-01-2026,174.56210,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
27-01-2026,173.41120,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
23-01-2026,172.54530,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
22-01-2026,174.20800,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
21-01-2026,173.29810,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
20-01-2026,173.81600,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
19-01-2026,176.24810,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
16-01-2026,177.00230,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
14-01-2026,176.70080,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
13-01-2026,177.16170,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
12-01-2026,177.56220,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
09-01-2026,176.83050,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
08-01-2026,178.16510,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
07-01-2026,179.98360,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
06-01-2026,180.24660,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
05-01-2026,180.74140,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
02-01-2026,181.28500,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
01-01-2026,180.03420,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
31-12-2025,179.91940,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
30-12-2025,178.60740,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
29-12-2025,178.63310,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
26-12-2025,179.32800,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
24-12-2025,180.01850,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
23-12-2025,180.26150,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
22-12-2025,180.23030,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
19-12-2025,178.81680,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
18-12-2025,177.77930,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
17-12-2025,177.80160,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
16-12-2025,178.08960,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
15-12-2025,179.24270,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
12-12-2025,179.38310,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
11-12-2025,178.36290,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
10-12-2025,177.39660,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
09-12-2025,177.96050,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
08-12-2025,178.79490,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
05-12-2025,180.35540,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
04-12-2025,179.30580,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
03-12-2025,178.97820,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
02-12-2025,179.29810,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
01-12-2025,180.28440,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
28-11-2025,180.47270,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
27-11-2025,180.55770,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
26-11-2025,180.48520,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
25-11-2025,178.27670,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
24-11-2025,178.79010,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
21-11-2025,179.53840,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
20-11-2025,180.39030,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
19-11-2025,179.42770,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
18-11-2025,178.44790,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
17-11-2025,179.15830,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
14-11-2025,178.45100,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
13-11-2025,178.24080,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
12-11-2025,178.21930,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
11-11-2025,176.97790,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
10-11-2025,176.14910,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
07-11-2025,175.55800,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
06-11-2025,175.62420,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
04-11-2025,176.23230,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
03-11-2025,177.37280,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
