date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category
13-02-2026,240.90780,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
12-02-2026,245.13820,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
11-02-2026,246.29460,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
10-02-2026,246.02560,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
09-02-2026,245.19050,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
06-02-2026,239.99710,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
05-02-2026,241.09900,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
04-02-2026,242.48860,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
03-02-2026,240.11300,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
02-02-2026,231.86200,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
30-01-2026,234.80120,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
29-01-2026,232.38300,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
28-01-2026,232.62650,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
27-01-2026,229.40700,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
23-01-2026,229.46210,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
22-01-2026,235.15150,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
21-01-2026,233.04750,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
20-01-2026,234.63960,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
19-01-2026,239.62310,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
16-01-2026,243.02380,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
14-01-2026,244.10300,100177,quant Small Cap Fund - Growth - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund
