date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category
24-04-2020,37.59000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
23-04-2020,38.30000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
22-04-2020,37.90000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
21-04-2020,37.37000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
20-04-2020,38.54000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
17-04-2020,38.69000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
16-04-2020,37.50000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
15-04-2020,37.17000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
13-04-2020,37.35000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
09-04-2020,37.64000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
08-04-2020,36.11000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
07-04-2020,36.10000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
03-04-2020,33.30000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
01-04-2020,33.91000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
31-03-2020,35.25000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
30-03-2020,34.05000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
27-03-2020,35.18000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
26-03-2020,35.18000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
25-03-2020,33.99000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
24-03-2020,32.13000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
23-03-2020,31.40000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
20-03-2020,35.89000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
19-03-2020,34.23000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
18-03-2020,34.97000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
17-03-2020,36.89000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
16-03-2020,37.81000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
13-03-2020,40.50000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
12-03-2020,39.13000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
11-03-2020,42.58000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
09-03-2020,42.79000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
06-03-2020,44.64000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
05-03-2020,45.63000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
04-03-2020,45.60000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
03-03-2020,45.93000,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
