date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category
13-02-2026,205.69810,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
12-02-2026,208.40940,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
11-02-2026,209.59440,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
10-02-2026,209.44730,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
09-02-2026,208.90410,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
06-02-2026,207.48980,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
05-02-2026,207.05130,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
04-02-2026,208.10450,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
03-02-2026,207.72270,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
02-02-2026,202.60190,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
30-01-2026,204.47820,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
29-01-2026,205.27260,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
28-01-2026,204.66320,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
27-01-2026,203.31990,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
23-01-2026,202.31380,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
22-01-2026,204.25320,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
21-01-2026,203.18550,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
20-01-2026,203.79700,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
19-01-2026,206.63850,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
16-01-2026,207.52780,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
14-01-2026,207.15790,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
13-01-2026,207.69760,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
12-01-2026,208.16990,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
09-01-2026,207.32430,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
08-01-2026,208.88180,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
07-01-2026,211.01300,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
06-01-2026,211.31580,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
05-01-2026,211.89750,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
02-01-2026,212.54300,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
01-01-2026,211.07840,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
31-12-2025,210.94630,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
30-12-2025,209.41400,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
29-12-2025,209.44360,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
26-12-2025,210.26180,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
24-12-2025,211.07370,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
23-12-2025,211.35970,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
22-12-2025,211.32500,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
19-12-2025,209.67660,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
18-12-2025,208.46470,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
17-12-2025,208.49250,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
16-12-2025,208.83100,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
15-12-2025,210.18150,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
12-12-2025,210.35070,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
11-12-2025,209.15880,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
10-12-2025,208.02980,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
09-12-2025,208.69130,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
08-12-2025,209.66940,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
05-12-2025,211.49890,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
04-12-2025,210.14300,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
03-12-2025,209.76200,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds
