date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category
13-02-2026,156.26050,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
12-02-2026,158.12250,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
11-02-2026,158.73930,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
10-02-2026,158.20350,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
09-02-2026,157.85920,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
06-02-2026,155.92560,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
05-02-2026,155.84280,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
04-02-2026,156.44000,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
03-02-2026,155.93530,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
02-02-2026,151.81960,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
30-01-2026,153.51530,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
29-01-2026,153.77480,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
28-01-2026,153.40100,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
27-01-2026,151.77340,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
23-01-2026,151.40600,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
22-01-2026,153.51870,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
21-01-2026,152.55790,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
20-01-2026,153.10140,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
19-01-2026,155.93290,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
16-01-2026,155.96310,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
14-01-2026,155.69610,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
13-01-2026,155.96790,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
12-01-2026,156.56260,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
09-01-2026,156.45800,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
08-01-2026,157.88990,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
07-01-2026,159.81320,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
06-01-2026,159.91560,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
05-01-2026,160.43690,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
02-01-2026,160.80840,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
01-01-2026,159.53760,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
31-12-2025,158.85940,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
30-12-2025,157.54730,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
29-12-2025,157.54590,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
26-12-2025,158.36750,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
24-12-2025,159.49090,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
23-12-2025,159.62240,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
22-12-2025,159.13380,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
19-12-2025,157.90850,100219,JM Large Cap Fund (Regular) - Growth Option,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund
